PN,Date,StockLevel
5200-0001-0101,2021-03-01,2914.0
5200-0001-0102,2021-03-01,1.0
5200-0001-0103,2021-03-01,1983.0
5200-0001-0108,2021-03-01,2538.0
5200-0001-0109,2021-03-01,8.0
5200-0001-0111,2021-03-01,2.0
5200-0001-0112,2021-03-01,391.0
5200-0001-0114,2021-03-01,7.0
5200-0001-0116,2021-03-01,35.0
5200-0001-0119,2021-03-01,2641.0
5200-0001-0128,2021-03-01,18.0
5200-0001-0130,2021-03-01,2.0
5200-0001-0133,2021-03-01,17.0
5200-0001-0138,2021-03-01,2072.0
5200-0001-0143,2021-03-01,2.0
5200-0001-0150,2021-03-01,26.0
5200-0001-0151,2021-03-01,55.0
5210-0001-0004,2021-03-01,13.0
5210-0001-0005,2021-03-01,28.0
5210-0001-0006,2021-03-01,82.0
5220-0001-0001,2021-03-01,3932.0
5220-0001-0005,2021-03-01,3.0
5220-0001-0007,2021-03-01,1.0
5220-0001-0008,2021-03-01,1.0
5220-0001-0009,2021-03-01,1.0
5220-0001-0010,2021-03-01,1.0
5220-0001-0011,2021-03-01,151.0
5300-0001-0002,2021-03-01,1557.0
5300-0001-0007,2021-03-01,417.0
5300-0001-0008,2021-03-01,995.0
5300-0001-0009,2021-03-01,146.0
5300-0001-0013,2021-03-01,8.0
5300-0001-0018,2021-03-01,90.0
5300-0001-0022,2021-03-01,1364.0
5300-0001-0024,2021-03-01,134.0
5300-0001-0025,2021-03-01,4289.0
5300-0001-0027,2021-03-01,75.0
5300-0001-0031,2021-03-01,200.0
5300-0001-0032,2021-03-01,1.0
5300-0001-0033,2021-03-01,15.0
5300-0001-0034,2021-03-01,20.0
5300-0001-0037,2021-03-01,500.0
5320-0001-0001,2021-03-01,483692.104
5390-0001-0006,2021-03-01,4236.0
5390-0001-0016,2021-03-01,2.0
5390-0001-0021,2021-03-01,239.0
5390-0001-0025,2021-03-01,1146.0
5390-0001-0027,2021-03-01,91.0
5390-0001-0036,2021-03-01,1.0
5390-0001-0038,2021-03-01,5.0
5390-0001-0041,2021-03-01,3.0
5390-0001-0042,2021-03-01,74.0
5390-0001-0043,2021-03-01,38.0
5390-0001-0044,2021-03-01,6401.0
5390-0001-0046,2021-03-01,5221.36
5390-0001-0047,2021-03-01,2.0
5390-0001-0048,2021-03-01,17552.5
5400-0001-0001,2021-03-01,49.0
5400-0001-0003,2021-03-01,12.0
5400-0001-0004,2021-03-01,197.0
5400-0001-0005,2021-03-01,8.0
5400-0001-0006,2021-03-01,744.0
5410-0001-0003,2021-03-01,25.0
5440-0001-0002,2021-03-01,1382.0
5440-0001-0004,2021-03-01,8.0
5440-0001-0005,2021-03-01,31.0
5440-0001-0008,2021-03-01,1.0
5440-0001-0009,2021-03-01,133.0
5440-0001-0010,2021-03-01,1277.0
5440-0001-0015,2021-03-01,534.0
5440-0001-0016,2021-03-01,3.0
5440-0001-0018,2021-03-01,300.0
5440-0001-0030,2021-03-01,1788.0
5440-0001-0031,2021-03-01,2.0
5440-0001-0032,2021-03-01,5159.0
5440-0001-0035,2021-03-01,7.0
5440-0001-0036,2021-03-01,285.0
5440-0001-0040,2021-03-01,1441.0
5440-0001-0043,2021-03-01,2557.0
5440-0001-0044,2021-03-01,1.0
5440-0001-0045,2021-03-01,20.0
5490-0001-0010,2021-03-01,780.0
5490-0001-0011,2021-03-01,1620.0
5490-0001-0012,2021-03-01,3033.0
5490-0001-0018,2021-03-01,1381.0
5490-0001-0020,2021-03-01,4355.0
5490-0001-0021,2021-03-01,217.0
5490-0001-0022,2021-03-01,1723.0
5490-0001-0023,2021-03-01,4372.0
5490-0001-0027,2021-03-01,6295.0
5490-0001-0030,2021-03-01,35220.0
5490-0001-0031,2021-03-01,6609.0
5490-0001-0034,2021-03-01,2454.0
5490-0001-0036,2021-03-01,170.0
5490-0001-0037,2021-03-01,1014.0
5490-0001-0039,2021-03-01,478.0
5490-0001-0041,2021-03-01,1071.0
5490-0001-0042,2021-03-01,98930.0
5490-0001-0043,2021-03-01,342.0
5500-0001-0004,2021-03-01,7.0
5500-0001-0006,2021-03-01,851.0
5500-0001-0010,2021-03-01,543.0
5500-0001-0012,2021-03-01,11.0
5500-0001-0013,2021-03-01,4.0
5500-0001-0016,2021-03-01,1.0
5590-0001-0001,2021-03-01,143.0
5590-0001-0005,2021-03-01,10.0
5590-0003-0001,2021-03-01,3.0
5690-0001-0003,2021-03-01,480.0
5690-0001-0007,2021-03-01,560.0
5690-0003-0001,2021-03-01,209.0
5690-0004-0006,2021-03-01,2.0
5700-0001-0035,2021-03-01,6.0
5700-0001-0080,2021-03-01,1.0
5700-0001-0090,2021-03-01,4000.0
5700-0001-0100,2021-03-01,1.0
5700-0001-0106,2021-03-01,1.0
5700-0001-0124,2021-03-01,193390.4
5700-0001-0126,2021-03-01,9936.0
5700-0001-0129,2021-03-01,2.0
5700-0001-0130,2021-03-01,2.0
5700-0001-0131,2021-03-01,3000.0
5700-0001-0132,2021-03-01,1000.0
5700-0003-0014,2021-03-01,6.0
5700-0003-0016,2021-03-01,81.0
5700-0003-0017,2021-03-01,6.0
5700-0003-0018,2021-03-01,5.0
5700-0003-0019,2021-03-01,8.0
5700-0003-0022,2021-03-01,5.0
5700-0003-0023,2021-03-01,8.0
5700-0003-0025,2021-03-01,7.0
5710-0001-0002,2021-03-01,60.0
5710-0001-0021,2021-03-01,4.0
5710-0001-0025,2021-03-01,21000.0
5710-0001-0027,2021-03-01,295.0
5710-0001-0033,2021-03-01,5.0
5710-0001-0035,2021-03-01,94.0
5710-0001-0037,2021-03-01,50.0
5710-0001-0077,2021-03-01,1.0
5710-0001-0096,2021-03-01,31250.0
5710-0001-0097,2021-03-01,24922.0
5710-0001-0098,2021-03-01,12698.0
5710-0001-0105,2021-03-01,3797.0
5710-0001-0121,2021-03-01,1240.0
5710-0001-0124,2021-03-01,2.0
5720-0001-0005,2021-03-01,847.0
5720-0002-0107,2021-03-01,1.0
5720-0002-0108,2021-03-01,1.0
5790-0003-0002,2021-03-01,2085.0
5790-0003-0003,2021-03-01,20736.0
5790-0003-0009,2021-03-01,23868.0
5790-0003-0011,2021-03-01,4535.0
5790-0003-0012,2021-03-01,12445.0
5790-0004-0003,2021-03-01,6.0
5790-0004-0006,2021-03-01,16894.0
5790-0006-0008,2021-03-01,7547.0
5790-0009-0019,2021-03-01,793.0
5790-0009-0115,2021-03-01,31.0
5790-0009-0126,2021-03-01,56.0
5790-0009-0130,2021-03-01,100.0
5790-0009-0140,2021-03-01,175.0
5790-0009-0143,2021-03-01,76.0
5790-0011-0035,2021-03-01,854.0
5790-0011-0036,2021-03-01,2613.0
5790-0015-0002,2021-03-01,20.0
5790-0015-0011,2021-03-01,5.0
5790-0015-0027,2021-03-01,4.0
5790-0015-0028,2021-03-01,1.0
5790-0015-0029,2021-03-01,10.0
5790-0015-0030,2021-03-01,3.0
5790-0015-0051,2021-03-01,100.0
5790-0015-0061,2021-03-01,4.0
5790-0016-0001,2021-03-01,73.0
5790-0016-0002,2021-03-01,6.0
5790-0016-0003,2021-03-01,1.0
5790-0016-0004,2021-03-01,490.0
5790-0016-0005,2021-03-01,596.0
5790-0016-0007,2021-03-01,406.0
5790-0016-0008,2021-03-01,485.0
5790-0016-0009,2021-03-01,3.0
5790-0016-0010,2021-03-01,211.0
5790-0016-0011,2021-03-01,43.0
5790-0016-0013,2021-03-01,237.0
5790-0016-0014,2021-03-01,4605.0
5790-0017-0001,2021-03-01,10.0
5790-0017-0017,2021-03-01,8598.0
5790-0017-0018,2021-03-01,10536.0
5790-0017-0022,2021-03-01,734.0
5790-0017-0023,2021-03-01,831.0
5790-0017-0024,2021-03-01,3171.0
5790-0017-0025,2021-03-01,790.0
5790-0017-0028,2021-03-01,11135.0
5790-0019-0010,2021-03-01,44.0
5790-0019-0012,2021-03-01,248.0
5790-0021-0008,2021-03-01,5643.0
5790-0021-0009,2021-03-01,808.0
5790-0021-0010,2021-03-01,11467.0
5790-0024-0002,2021-03-01,19932.0
5790-0024-0003,2021-03-01,10495.0
5790-0026-0002,2021-03-01,23.0
5790-0026-0005,2021-03-01,31958.0
5790-0026-0006,2021-03-01,13742.0
5790-0026-0007,2021-03-01,14640.0
5790-0026-0009,2021-03-01,2227.0
5790-0026-0010,2021-03-01,2169.0
5790-0026-0011,2021-03-01,146.0
5790-0027-0003,2021-03-01,490.0
5790-0027-0004,2021-03-01,710.0
5790-0027-0005,2021-03-01,154.0
5790-0027-0006,2021-03-01,146.0
5790-0027-0007,2021-03-01,555.0
5790-0027-0008,2021-03-01,282.0
5790-0027-0010,2021-03-01,560.0
5790-0027-0012,2021-03-01,439.0
5790-0027-0014,2021-03-01,866.0
5790-0027-0015,2021-03-01,424.0
5790-0027-0017,2021-03-01,23.0
5790-0027-0018,2021-03-01,43.0
5790-0027-0019,2021-03-01,62.0
5790-0027-0020,2021-03-01,61.0
5790-0027-0021,2021-03-01,80.0
5790-0027-0022,2021-03-01,80.0
5790-0027-0023,2021-03-01,34.0
5790-0027-0024,2021-03-01,292.0
5790-0027-0025,2021-03-01,314.0
5790-0029-0001,2021-03-01,526.0
5790-0029-0002,2021-03-01,2011.0
5790-0030-0006,2021-03-01,165.0
5790-0030-0019,2021-03-01,2872.0
5790-0030-0020,2021-03-01,1559.0
5790-0030-0022,2021-03-01,1655.0
5790-0030-0023,2021-03-01,3.0
5790-0030-0030,2021-03-01,60.0
5790-0030-0037,2021-03-01,14.0
5790-0030-0042,2021-03-01,336.0
5790-0030-0044,2021-03-01,3436.0
5790-0030-0046,2021-03-01,10.0
5790-0030-0048,2021-03-01,2084.0
5790-0030-0052,2021-03-01,10950.0
5790-0030-0055,2021-03-01,4606.0
5790-0030-0057,2021-03-01,2254.0
5790-0030-0059,2021-03-01,4259.0
5790-0030-0061,2021-03-01,2398.0
5790-0030-0064,2021-03-01,1361.0
5790-0030-0065,2021-03-01,1776.0
5790-0030-0066,2021-03-01,4203.0
5790-0030-0067,2021-03-01,2470.0
5790-0030-0071,2021-03-01,9005.0
5790-0030-0072,2021-03-01,1933.0
5790-0030-0073,2021-03-01,0.0
5790-0030-0074,2021-03-01,9467.0
5800-0001-0003,2021-03-01,19163.0
5800-0001-0006,2021-03-01,195.0
5800-0001-0007,2021-03-01,2511.0
5800-0001-0014,2021-03-01,87.0
5800-0001-0015,2021-03-01,163.0
5800-0001-0016,2021-03-01,189.0
5800-0001-0019,2021-03-01,4984.0
5800-0001-0023,2021-03-01,4136.0
5800-0001-0024,2021-03-01,40292.0
5800-0001-0038,2021-03-01,261.0
5800-0001-0040,2021-03-01,10608.0
5800-0001-0043,2021-03-01,79.0
5800-0001-0044,2021-03-01,157.0
5800-0001-0046,2021-03-01,110.0
5800-0001-0047,2021-03-01,13.0
5800-0001-0049,2021-03-01,2450.0
5800-0001-0052,2021-03-01,169.0
5800-0001-0053,2021-03-01,26992.0
5800-0001-0054,2021-03-01,1069.0
5800-0001-0056,2021-03-01,765.0
5800-0001-0058,2021-03-01,50.0
5800-0001-0067,2021-03-01,1535.0
5800-0001-0069,2021-03-01,60.0
5800-0001-0072,2021-03-01,59234.0
5800-0001-0075,2021-03-01,11976.0
5800-0001-0076,2021-03-01,3802.0
5800-0001-0079,2021-03-01,23090.0
5800-0001-0080,2021-03-01,19921.0
5800-0001-0084,2021-03-01,1317.0
5800-0001-0089,2021-03-01,196.0
5800-0001-0090,2021-03-01,192.0
5800-0001-0091,2021-03-01,2099.0
5800-0001-0092,2021-03-01,238.0
5800-0001-0093,2021-03-01,104.0
5800-0001-0097,2021-03-01,6.0
5800-0001-0099,2021-03-01,193.0
5800-0001-0100,2021-03-01,62.0
5800-0001-0101,2021-03-01,178.0
5800-0001-0102,2021-03-01,183.0
5800-0001-0103,2021-03-01,196.0
5800-0001-0105,2021-03-01,231.0
5800-0001-0110,2021-03-01,144.0
5800-0001-0111,2021-03-01,3.0
5800-0001-0112,2021-03-01,185.0
5800-0001-0113,2021-03-01,299.0
5800-0001-0115,2021-03-01,66.0
5800-0001-0122,2021-03-01,46624.0
5800-0001-0124,2021-03-01,2278.0
5800-0001-0132,2021-03-01,51906.0
5800-0001-0136,2021-03-01,57.0
5800-0001-0137,2021-03-01,174.0
5800-0001-0138,2021-03-01,193.0
5800-0001-0139,2021-03-01,361.0
5800-0001-0141,2021-03-01,193.0
5800-0001-0152,2021-03-01,14.0
5800-0001-0163,2021-03-01,22944.0
5800-0001-0167,2021-03-01,162.0
5800-0001-0170,2021-03-01,17272.0
5800-0001-0171,2021-03-01,6078.0
5800-0001-0172,2021-03-01,93543.0
5800-0001-0176,2021-03-01,9993.0
5800-0001-0177,2021-03-01,200.0
5800-0001-0179,2021-03-01,309.0
5800-0001-0180,2021-03-01,490.0
5800-0001-0187,2021-03-01,1948.0
5800-0001-0193,2021-03-01,120.0
5800-0001-0194,2021-03-01,9833.0
5800-0001-0195,2021-03-01,753.0
5800-0001-0203,2021-03-01,3163.0
5800-0001-0208,2021-03-01,1087.0
5800-0001-0209,2021-03-01,180.0
5800-0001-0210,2021-03-01,13648.0
5800-0001-0211,2021-03-01,12180.0
5800-0001-0214,2021-03-01,33792.0
5800-0001-0218,2021-03-01,65449.0
5800-0001-0219,2021-03-01,9911.0
5800-0001-0221,2021-03-01,21115.0
5800-0001-0229,2021-03-01,1569.0
5800-0001-0230,2021-03-01,686.0
5800-0001-0232,2021-03-01,232.0
5800-0001-0236,2021-03-01,655.0
5800-0001-0237,2021-03-01,942.0
5800-0001-0238,2021-03-01,3996.0
5800-0001-0239,2021-03-01,2364.0
5800-0001-0241,2021-03-01,4668.0
5800-0001-0242,2021-03-01,1673.0
5800-0001-0244,2021-03-01,3430.0
5800-0001-0248,2021-03-01,9385.0
5800-0001-0249,2021-03-01,3511.0
5800-0001-0251,2021-03-01,9983.0
5800-0001-0254,2021-03-01,2509.0
5800-0001-0257,2021-03-01,32828.0
5800-0001-0258,2021-03-01,38999.0
5800-0001-0259,2021-03-01,1675.0
5800-0001-0263,2021-03-01,146.0
5800-0001-0264,2021-03-01,282.0
5800-0001-0265,2021-03-01,11941.0
5800-0001-0274,2021-03-01,260.0
5800-0001-0276,2021-03-01,75.0
5800-0001-0277,2021-03-01,509.0
5800-0001-0279,2021-03-01,1.0
5800-0001-0282,2021-03-01,87.0
5800-0001-0284,2021-03-01,829.0
5800-0001-0285,2021-03-01,1001.0
5800-0001-0288,2021-03-01,807.0
5800-0001-0290,2021-03-01,2191.0
5800-0001-0292,2021-03-01,257.0
5800-0001-0294,2021-03-01,186.0
5800-0001-0295,2021-03-01,898.0
5800-0001-0296,2021-03-01,8262.0
5800-0001-0297,2021-03-01,30312.0
5800-0001-0299,2021-03-01,416.0
5800-0001-0300,2021-03-01,27798.0
5800-0001-0301,2021-03-01,11085.0
5800-0001-0302,2021-03-01,34.0
5800-0001-0305,2021-03-01,2030.0
5800-0001-0306,2021-03-01,3682.0
5800-0001-0308,2021-03-01,4110.0
5800-0001-0310,2021-03-01,25.0
5800-0001-0311,2021-03-01,1819.0
5800-0001-0312,2021-03-01,2455.0
5800-0001-0315,2021-03-01,17.0
5800-0001-0316,2021-03-01,200.0
5800-0001-0321,2021-03-01,64.0
5800-0001-0322,2021-03-01,139.0
5800-0001-0323,2021-03-01,26.0
5800-0001-0324,2021-03-01,430.0
5800-0001-0325,2021-03-01,8.0
5800-0001-0327,2021-03-01,134.0
5800-0001-0332,2021-03-01,33.0
5800-0001-0333,2021-03-01,52.0
5800-0001-0334,2021-03-01,20.0
5800-0001-0335,2021-03-01,20.0
5800-0002-0004,2021-03-01,146.0
5800-0002-0007,2021-03-01,17.0
5800-0002-0008,2021-03-01,91.0
5800-0003-0002,2021-03-01,99.0
5800-0003-0006,2021-03-01,90.0
5800-0003-0008,2021-03-01,97.0
5800-0003-0011,2021-03-01,415.0
5800-0003-0015,2021-03-01,2151.0
5800-0003-0016,2021-03-01,200.0
5800-0003-0018,2021-03-01,1812.0
5800-0003-0019,2021-03-01,382.0
5800-0003-0020,2021-03-01,142.0
5800-0004-0001,2021-03-01,1982.0
5800-0004-0002,2021-03-01,76374.0
5800-0004-0005,2021-03-01,1985.0
5800-0004-0006,2021-03-01,49992.0
5800-0004-0007,2021-03-01,10612.0
5800-0004-0008,2021-03-01,342.0
5800-0004-0009,2021-03-01,30504.0
5800-0004-0010,2021-03-01,90401.0
5800-0004-0011,2021-03-01,2178.0
5800-0004-0012,2021-03-01,278.0
5800-0004-0013,2021-03-01,5081.0
5800-0004-0015,2021-03-01,49947.0
5800-0004-0018,2021-03-01,523.0
5800-0004-0022,2021-03-01,5125.0
5800-0004-0023,2021-03-01,889.0
5800-0004-0025,2021-03-01,27303.0
5800-0004-0026,2021-03-01,74942.0
5800-0004-0027,2021-03-01,3121.0
5800-0004-0028,2021-03-01,1969.0
5800-0004-0029,2021-03-01,17953.0
5800-0004-0030,2021-03-01,160.0
5800-0004-0032,2021-03-01,12187.0
5800-0004-0034,2021-03-01,28000.0
5800-0004-0035,2021-03-01,48773.0
5800-0004-0036,2021-03-01,200.0
5800-0004-0037,2021-03-01,100.0
5800-0005-0001,2021-03-01,199.0
5800-0005-0003,2021-03-01,194.0
5800-0005-0005,2021-03-01,5.0
5800-0006-0008,2021-03-01,1704.0
5800-0006-0010,2021-03-01,185.0
5800-0006-0012,2021-03-01,164.0
5800-0006-0014,2021-03-01,150.0
5800-0007-0002,2021-03-01,1999.0
5800-0007-0003,2021-03-01,228.0
5800-0008-0001,2021-03-01,12023.0
5800-0009-0003,2021-03-01,333.0
5800-0009-0004,2021-03-01,25.0
5800-0009-0005,2021-03-01,1523.0
5800-0009-0006,2021-03-01,144.0
5800-0009-0007,2021-03-01,577.0
5800-0009-0008,2021-03-01,10208.0
5800-0009-0009,2021-03-01,200.0
5810-0001-0002,2021-03-01,425.0
5810-0001-0005,2021-03-01,801.0
5810-0001-0006,2021-03-01,764.0
5810-0001-0008,2021-03-01,10515.0
5810-0001-0009,2021-03-01,57.0
5810-0001-0014,2021-03-01,1200.0
5810-0001-0016,2021-03-01,700.0
5810-0001-0017,2021-03-01,469.0
5810-0001-0018,2021-03-01,84.0
5810-0001-0019,2021-03-01,9280.0
5810-0001-0023,2021-03-01,395.0
5810-0001-0024,2021-03-01,802.0
5810-0001-0025,2021-03-01,478.0
5810-0001-0026,2021-03-01,305.0
5810-0001-0027,2021-03-01,326.0
5810-0001-0028,2021-03-01,6003.0
5810-0001-0030,2021-03-01,400.0
5810-0001-0031,2021-03-01,294.0
5810-0001-0035,2021-03-01,357.0
5810-0001-0043,2021-03-01,282.0
5810-0001-0045,2021-03-01,66.0
5810-0001-0050,2021-03-01,121.0
5810-0001-0052,2021-03-01,20606.0
5810-0001-0054,2021-03-01,8709.0
5810-0001-0059,2021-03-01,448.0
5810-0001-0063,2021-03-01,8397.0
5810-0001-0065,2021-03-01,2607.0
5810-0001-0066,2021-03-01,248.0
5810-0001-0067,2021-03-01,424.0
5810-0001-0068,2021-03-01,40.0
5810-0002-0001,2021-03-01,76.0
5810-0003-0001,2021-03-01,880.0
5810-0004-0002,2021-03-01,38.0
5810-0006-0001,2021-03-01,52.0
5810-0006-0002,2021-03-01,21.0
5820-0001-0001,2021-03-01,1821.0
5820-0001-0010,2021-03-01,55.0
5820-0001-0011,2021-03-01,7.0
5820-0001-0015,2021-03-01,613.0
5820-0001-0017,2021-03-01,101.0
5820-0001-0019,2021-03-01,60.0
5820-0001-0021,2021-03-01,574.0
5820-0001-0023,2021-03-01,29.0
5820-0001-0028,2021-03-01,152.0
5820-0001-0029,2021-03-01,858.0
5820-0001-0030,2021-03-01,158.0
5820-0001-0031,2021-03-01,2162.0
5820-0001-0036,2021-03-01,9.0
5820-0001-0040,2021-03-01,2.0
5820-0001-0041,2021-03-01,158.0
5820-0001-0042,2021-03-01,42.0
5820-0001-0044,2021-03-01,379.0
5820-0001-0056,2021-03-01,35.0
5820-0001-0058,2021-03-01,52.0
5820-0001-0066,2021-03-01,2924.0
5820-0001-0069,2021-03-01,21412.0
5820-0001-0072,2021-03-01,198.0
5820-0001-0075,2021-03-01,5.0
5820-0001-0077,2021-03-01,143.0
5820-0001-0078,2021-03-01,474.0
5820-0001-0080,2021-03-01,165.0
5820-0001-0085,2021-03-01,4559.0
5820-0001-0086,2021-03-01,47.0
5820-0001-0087,2021-03-01,52.0
5820-0001-0089,2021-03-01,4521.0
5820-0001-0090,2021-03-01,891.0
5820-0001-0092,2021-03-01,6297.0
5820-0001-0093,2021-03-01,164.0
5820-0001-0094,2021-03-01,35.0
5820-0001-0096,2021-03-01,226.0
5820-0001-0097,2021-03-01,184.0
5820-0001-0098,2021-03-01,0.0
5820-0001-0099,2021-03-01,292.0
5820-0001-0100,2021-03-01,425.0
5820-0001-0103,2021-03-01,121.0
5820-0001-0105,2021-03-01,2436.0
5820-0001-0106,2021-03-01,354.0
5820-0001-0107,2021-03-01,228.0
5820-0001-0109,2021-03-01,738.0
5820-0001-0110,2021-03-01,759.0
5820-0001-0111,2021-03-01,2960.0
5820-0001-0112,2021-03-01,92.0
5820-0001-0117,2021-03-01,168.0
5820-0001-0118,2021-03-01,180.0
5820-0001-0120,2021-03-01,424.0
5820-0001-0126,2021-03-01,824.0
5820-0001-0128,2021-03-01,20.0
5820-0002-0001,2021-03-01,394.0
5820-0002-0002,2021-03-01,363.0
5820-0002-0003,2021-03-01,396.0
5820-0002-0015,2021-03-01,3425.0
5820-0002-0016,2021-03-01,86.0
5820-0002-0017,2021-03-01,884.0
5820-0002-0019,2021-03-01,422.0
5820-0002-0020,2021-03-01,500.0
5820-0002-0023,2021-03-01,389.0
5820-0002-0024,2021-03-01,619.0
5820-0002-0027,2021-03-01,1416.0
5820-0002-0028,2021-03-01,61.0
5820-0002-0033,2021-03-01,2132.0
5820-0002-0036,2021-03-01,183.0
5820-0002-0039,2021-03-01,1712.0
5820-0002-0041,2021-03-01,28.0
5820-0002-0044,2021-03-01,67.0
5820-0002-0046,2021-03-01,1534.0
5820-0002-0049,2021-03-01,1992.0
5820-0002-0050,2021-03-01,287.0
5820-0002-0051,2021-03-01,34.0
5820-0002-0052,2021-03-01,877.0
5820-0002-0053,2021-03-01,688.0
5820-0002-0056,2021-03-01,9323.0
5820-0002-0057,2021-03-01,20.0
5820-0003-0009,2021-03-01,38.0
5820-0003-0015,2021-03-01,277.0
5820-0003-0016,2021-03-01,1244.0
5820-0003-0019,2021-03-01,145.0
5820-0003-0021,2021-03-01,3078.0
5820-0003-0022,2021-03-01,28.0
5820-0003-0023,2021-03-01,297.0
5820-0003-0024,2021-03-01,485.0
5820-0003-0032,2021-03-01,2127.0
5820-0003-0036,2021-03-01,70.0
5820-0003-0037,2021-03-01,1420.0
5820-0003-0038,2021-03-01,423.0
5820-0003-0043,2021-03-01,1862.0
5820-0003-0047,2021-03-01,1393.0
5820-0003-0048,2021-03-01,254.0
5820-0003-0049,2021-03-01,4721.0
5820-0003-0050,2021-03-01,20966.0
5820-0003-0051,2021-03-01,4782.0
5820-0003-0053,2021-03-01,5.0
5820-0003-0054,2021-03-01,9.0
5820-0003-0055,2021-03-01,399.0
5820-0003-0060,2021-03-01,175.0
5820-0003-0061,2021-03-01,148.0
5820-0003-0063,2021-03-01,4171.0
5820-0003-0064,2021-03-01,22.0
5820-0003-0065,2021-03-01,5.0
5820-0003-0067,2021-03-01,620.0
5820-0003-0068,2021-03-01,300.0
5820-0003-0070,2021-03-01,4.0
5820-0003-0073,2021-03-01,1279.0
5820-0003-0074,2021-03-01,193.0
5820-0003-0076,2021-03-01,1700.0
5820-0003-0077,2021-03-01,2.0
5820-0003-0078,2021-03-01,51.0
5820-0003-0081,2021-03-01,4.0
5820-0003-0082,2021-03-01,6.0
5820-0003-0084,2021-03-01,4419.0
5820-0003-0085,2021-03-01,3209.0
5820-0003-0086,2021-03-01,10.0
5820-0005-0006,2021-03-01,5665.0
5820-0005-0007,2021-03-01,6418.0
5820-0005-0009,2021-03-01,1835.0
5820-0005-0010,2021-03-01,8324.0
5820-0005-0011,2021-03-01,439.0
5820-0005-0013,2021-03-01,50322.0
5820-0005-0017,2021-03-01,2493.0
5820-0005-0019,2021-03-01,2300.0
5820-0005-0020,2021-03-01,821.0
5820-0005-0021,2021-03-01,4826.0
5820-0005-0022,2021-03-01,3624.0
5820-0005-0023,2021-03-01,4771.0
5820-0005-0024,2021-03-01,6000.0
5820-0005-0025,2021-03-01,10563.0
5820-0006-0002,2021-03-01,116.0
5820-0006-0003,2021-03-01,33.0
5820-0006-0004,2021-03-01,738.0
5820-0006-0005,2021-03-01,862.0
5840-0001-0003,2021-03-01,31740.0
5840-0001-0008,2021-03-01,7500.0
5840-0001-0012,2021-03-01,19977.0
5840-0001-0018,2021-03-01,700.0
5840-0001-0019,2021-03-01,29416.0
5840-0001-0021,2021-03-01,1111.0
5840-0001-0022,2021-03-01,1391.0
5840-0001-0024,2021-03-01,8975.0
5840-0001-0025,2021-03-01,1465.0
5840-0001-0031,2021-03-01,6000.0
5840-0001-0037,2021-03-01,28.0
5840-0001-0038,2021-03-01,1081.0
5840-0001-0045,2021-03-01,8225.0
5840-0001-0058,2021-03-01,2321.0
5840-0001-0061,2021-03-01,443.0
5840-0001-0065,2021-03-01,2340.0
5840-0001-0066,2021-03-01,4060.0
5840-0001-0067,2021-03-01,240.0
5840-0001-0078,2021-03-01,58071.0
5840-0001-0080,2021-03-01,11000.0
5840-0001-0081,2021-03-01,20000.0
5840-0001-0082,2021-03-01,76000.0
5840-0001-0092,2021-03-01,10000.0
5840-0001-0093,2021-03-01,30000.0
5840-0001-0094,2021-03-01,18733.0
5840-0001-0095,2021-03-01,7174.0
5840-0001-0096,2021-03-01,5585.0
5840-0001-0097,2021-03-01,2172.0
5840-0001-0098,2021-03-01,4613.0
5840-0001-0099,2021-03-01,1133.0
5840-0001-0101,2021-03-01,53.0
5840-0001-0102,2021-03-01,1271.0
5840-0001-0103,2021-03-01,1286.0
5840-0001-0104,2021-03-01,3806.0
5840-0001-0106,2021-03-01,1500.0
5840-0001-0107,2021-03-01,1611.0
5840-0001-0108,2021-03-01,4472.0
5840-0001-0110,2021-03-01,9000.0
5840-0001-0111,2021-03-01,24615.0
5840-0001-0112,2021-03-01,6.0
5840-0001-0113,2021-03-01,1056.0
5840-0001-0115,2021-03-01,3319.0
5840-0001-0117,2021-03-01,6200.0
5840-0001-0118,2021-03-01,2960.0
5840-0001-0119,2021-03-01,1909.0
5840-0001-0121,2021-03-01,52572.0
5840-0001-0122,2021-03-01,2395.0
5840-0001-0123,2021-03-01,4000.0
5840-0001-0124,2021-03-01,19890.0
5840-0001-0127,2021-03-01,30000.0
5840-0001-0128,2021-03-01,656.0
5840-0001-0129,2021-03-01,0.0
5840-0001-0130,2021-03-01,157.0
5840-0001-0131,2021-03-01,27.0
5840-0001-0132,2021-03-01,594.0
5840-0001-0133,2021-03-01,368.0
5840-0001-0134,2021-03-01,156.0
5840-0001-0135,2021-03-01,1884.0
5840-0001-0136,2021-03-01,511.0
5840-0001-0145,2021-03-01,477.0
5840-0001-0146,2021-03-01,14400.0
5840-0001-0147,2021-03-01,439.0
5840-0001-0151,2021-03-01,10000.0
5840-0001-0152,2021-03-01,3.0
5840-0001-0154,2021-03-01,2100.0
5840-0001-0155,2021-03-01,903.0
5840-0001-0156,2021-03-01,3837.0
5840-0001-0157,2021-03-01,2400.0
5840-0001-0158,2021-03-01,1868.0
5840-0001-0162,2021-03-01,18318.0
5840-0001-0163,2021-03-01,3984.0
5840-0001-0164,2021-03-01,20000.0
5840-0001-0167,2021-03-01,93639.0
5840-0001-0176,2021-03-01,3000.0
5840-0001-0177,2021-03-01,4000.0
5840-0001-0179,2021-03-01,1.0
5840-0001-0180,2021-03-01,3542.0
