PN,Date,StockLevel
3000-0001-0002,2021-03-01,1734.0
3000-0001-0004,2021-03-01,6802.0
3000-0001-0006,2021-03-01,2284.0
3000-0001-0012,2021-03-01,2397.0
3000-0001-0016,2021-03-01,2135.0
3000-0001-0019,2021-03-01,9295.0
3000-0001-0020,2021-03-01,7657.0
3000-0001-0021,2021-03-01,19927.0
3000-0001-0022,2021-03-01,9053.0
3000-0001-0026,2021-03-01,4410.0
3000-0001-0027,2021-03-01,160.0
3000-0001-0029,2021-03-01,1749.0
3000-0001-0031,2021-03-01,50.0
3000-0001-0034,2021-03-01,2428.0
3000-0001-0035,2021-03-01,1900.0
3000-0002-0002,2021-03-01,4307.0
3000-0002-0006,2021-03-01,7778.0
3000-0002-0008,2021-03-01,847.0
3000-0002-0009,2021-03-01,5810.0
3000-0002-0011,2021-03-01,5490.0
3000-0002-0014,2021-03-01,36733.0
3000-0002-0015,2021-03-01,19085.0
3000-0002-0018,2021-03-01,6847.0
3000-0002-0022,2021-03-01,11527.0
3000-0002-0026,2021-03-01,10033.0
3000-0002-0027,2021-03-01,6945.0
3000-0002-0029,2021-03-01,22586.0
3000-0002-0031,2021-03-01,5418.0
3000-0002-0032,2021-03-01,4992.0
3000-0002-0033,2021-03-01,1142.0
3000-0002-0034,2021-03-01,4382.0
3000-0002-0035,2021-03-01,1800.0
3000-0002-0036,2021-03-01,2168.0
3010-0001-0010,2021-03-01,12398.0
3010-0001-0011,2021-03-01,30698.0
3010-0001-0015,2021-03-01,269.0
3010-0001-0016,2021-03-01,6489.0
3010-0001-0017,2021-03-01,2259.0
3010-0001-0022,2021-03-01,186.0
3010-0001-0023,2021-03-01,7111.0
3010-0001-0026,2021-03-01,16.0
3010-0001-0027,2021-03-01,21276.0
3010-0001-0028,2021-03-01,1179.0
3010-0001-0029,2021-03-01,826.0
3010-0001-0031,2021-03-01,2.0
3010-0001-0032,2021-03-01,1815.0
3010-0001-0035,2021-03-01,1600.0
3010-0001-0036,2021-03-01,100.0
3010-0001-0038,2021-03-01,176.0
3010-0001-0039,2021-03-01,66.0
3010-0001-0040,2021-03-01,2595.0
3030-0002-0007,2021-03-01,60.0
3040-0001-0005,2021-03-01,1793.0
3040-0001-0006,2021-03-01,4013.0
3040-0001-0007,2021-03-01,120.0
3090-0001-0001,2021-03-01,28756.0
3090-0001-0002,2021-03-01,25994.0
3090-0001-0003,2021-03-01,11328.0
3090-0001-0004,2021-03-01,1236.0
3090-0001-0006,2021-03-01,8514.0
3090-0001-0009,2021-03-01,16080.0
3090-0001-0012,2021-03-01,14375.0
3090-0001-0013,2021-03-01,9239.0
3090-0001-0015,2021-03-01,28974.0
3090-0001-0022,2021-03-01,23.0
3090-0001-0023,2021-03-01,8129.0
3090-0001-0025,2021-03-01,1706.0
3090-0001-0026,2021-03-01,934.0
3090-0001-0029,2021-03-01,5776.0
3090-0001-0030,2021-03-01,37985.0
3090-0001-0031,2021-03-01,3462.0
3090-0001-0032,2021-03-01,5855.0
3090-0001-0033,2021-03-01,22123.0
3090-0001-0034,2021-03-01,64.0
3090-0003-0002,2021-03-01,1728.0
3090-0003-0006,2021-03-01,5215.0
3090-0003-0008,2021-03-01,8318.0
3090-0003-0009,2021-03-01,2289.0
3090-0003-0013,2021-03-01,2653.0
3100-0001-0011,2021-03-01,2011.0
3100-0001-0012,2021-03-01,3589.0
3100-0001-0014,2021-03-01,454.0
3100-0001-0015,2021-03-01,1579.0
3100-0001-0016,2021-03-01,5696.0
3100-0001-0027,2021-03-01,2.0
3100-0001-0030,2021-03-01,184.0
3100-0001-0031,2021-03-01,525.0
3100-0001-0033,2021-03-01,6.0
3110-0001-0009,2021-03-01,947.0
3110-0001-0015,2021-03-01,2812.0
3110-0001-0016,2021-03-01,413.0
3110-0001-0017,2021-03-01,355.0
3110-0001-0018,2021-03-01,2302.0
3110-0001-0019,2021-03-01,137.0
3120-0001-0014,2021-03-01,910.0
3120-0001-0016,2021-03-01,1013.0
3120-0001-0024,2021-03-01,15.0
3120-0001-0027,2021-03-01,4030.0
3120-0001-0031,2021-03-01,360.0
3120-0001-0032,2021-03-01,3.0
3120-0001-0044,2021-03-01,753.0
3120-0001-0049,2021-03-01,21.0
3120-0001-0050,2021-03-01,131.0
3120-0001-0051,2021-03-01,17.0
3120-0001-0052,2021-03-01,30.0
3120-0001-0056,2021-03-01,50.0
3120-0001-0061,2021-03-01,169.0
3120-0001-0062,2021-03-01,18.0
3120-0001-0063,2021-03-01,3038.0
3120-0001-0064,2021-03-01,1335.0
3120-0001-0065,2021-03-01,2322.0
3120-0001-0070,2021-03-01,150.0
3120-0001-0071,2021-03-01,100.0
3120-0001-0075,2021-03-01,60.0
3190-0001-0002,2021-03-01,4962.0
3190-0001-0005,2021-03-01,780.0
3190-0001-0008,2021-03-01,19733.0
3190-0001-0011,2021-03-01,9692.0
3190-0001-0014,2021-03-01,1078.0
3190-0001-0015,2021-03-01,1035.0
3190-0001-0017,2021-03-01,20.0
3190-0001-0019,2021-03-01,5.0
3190-0001-0020,2021-03-01,516.0
3200-0001-0004,2021-03-01,804.0
3200-0001-0006,2021-03-01,91.0
3220-0001-0003,2021-03-01,4192.0
3220-0001-0018,2021-03-01,4.0
3220-0001-0025,2021-03-01,3.0
3220-0001-0029,2021-03-01,132.0
3220-0001-0030,2021-03-01,50.0
3220-0001-0031,2021-03-01,1.0
3220-0001-0033,2021-03-01,3.0
3220-0001-0034,2021-03-01,463.0
3220-0001-0035,2021-03-01,409.0
3220-0001-0038,2021-03-01,315.0
3220-0001-0040,2021-03-01,211.0
3220-0002-0005,2021-03-01,256.0
3220-0002-0008,2021-03-01,17705.0
3220-0002-0009,2021-03-01,8330.0
3220-0002-0012,2021-03-01,8.0
3220-0002-0013,2021-03-01,5382.0
3220-0002-0015,2021-03-01,33722.0
3220-0003-0010,2021-03-01,2710.0
3220-0003-0011,2021-03-01,36.0
3220-0003-0016,2021-03-01,7.0
3220-0003-0020,2021-03-01,1154.0
3220-0003-0023,2021-03-01,23.0
3220-0003-0024,2021-03-01,4013.0
3220-0003-0025,2021-03-01,14.0
3220-0003-0026,2021-03-01,1154.0
3220-0003-0027,2021-03-01,12.0
3220-0003-0028,2021-03-01,0.0
3220-0003-0029,2021-03-01,1175.0
3220-0003-0032,2021-03-01,1208.0
3230-0001-0007,2021-03-01,6596.0
3230-0001-0010,2021-03-01,726.0
3230-0001-0013,2021-03-01,2524.0
3230-0001-0018,2021-03-01,593.0
3240-0001-0003,2021-03-01,2627.0
3240-0001-0007,2021-03-01,9.0
3240-0001-0008,2021-03-01,2160.0
3240-0001-0013,2021-03-01,1628.0
3240-0001-0014,2021-03-01,35649.0
3250-0001-0003,2021-03-01,1859.0
3250-0001-0008,2021-03-01,1016.0
3250-0001-0009,2021-03-01,18348.0
3250-0001-0015,2021-03-01,1121.0
3250-0001-0021,2021-03-01,71207.0
3250-0001-0022,2021-03-01,5.0
3250-0001-0023,2021-03-01,6030.0
3250-0001-0026,2021-03-01,4839.0
3250-0001-0030,2021-03-01,3378.0
3250-0001-0034,2021-03-01,1891.0
3250-0001-0035,2021-03-01,555.0
3250-0001-0037,2021-03-01,1000.0
3250-0001-0039,2021-03-01,514.0
3250-0001-0040,2021-03-01,5085.0
3250-0001-0041,2021-03-01,3359.0
3250-0001-0046,2021-03-01,3172.0
3250-0001-0047,2021-03-01,6104.0
3250-0001-0048,2021-03-01,4855.0
3250-0001-0049,2021-03-01,15765.0
3250-0001-0051,2021-03-01,11445.0
3250-0001-0053,2021-03-01,1662.0
3250-0001-0059,2021-03-01,13369.0
3250-0001-0060,2021-03-01,3570.0
3250-0001-0062,2021-03-01,2425.0
3250-0001-0064,2021-03-01,4712.0
3250-0002-0004,2021-03-01,911.0
3250-0003-0001,2021-03-01,8160.0
3290-0001-0001,2021-03-01,5278.0
3290-0001-0010,2021-03-01,1584.0
3290-0001-0011,2021-03-01,8956.0
3290-0001-0017,2021-03-01,3019.0
3290-0001-0019,2021-03-01,581.0
3290-0001-0023,2021-03-01,8.0
3290-0001-0027,2021-03-01,1139.0
3290-0001-0031,2021-03-01,6.0
3290-0001-0034,2021-03-01,4373.0
3290-0001-0037,2021-03-01,98.0
3290-0002-0001,2021-03-01,7.0
3300-0001-0001,2021-03-01,11186.0
3300-0001-0002,2021-03-01,830.0
3300-0001-0009,2021-03-01,7543.0
3300-0001-0010,2021-03-01,1745.0
3300-0001-0016,2021-03-01,18210.0
3300-0001-0017,2021-03-01,1336.0
3300-0001-0023,2021-03-01,9784.0
3300-0001-0026,2021-03-01,1477.0
3300-0001-0030,2021-03-01,579.0
3300-0001-0031,2021-03-01,8412.0
3300-0001-0032,2021-03-01,2519.0
3300-0001-0033,2021-03-01,4248.0
3300-0001-0038,2021-03-01,4637.0
3300-0001-0040,2021-03-01,1404.0
3300-0001-0044,2021-03-01,152.0
3300-0001-0045,2021-03-01,322.0
3300-0001-0046,2021-03-01,213.0
3300-0001-0049,2021-03-01,157.0
3300-0001-0050,2021-03-01,76.0
3300-0001-0051,2021-03-01,131.0
3300-0001-0056,2021-03-01,1579.0
3300-0001-0057,2021-03-01,194.0
3300-0001-0058,2021-03-01,6204.0
3300-0001-0059,2021-03-01,11578.0
3300-0001-0061,2021-03-01,3324.0
3300-0001-0062,2021-03-01,1131.0
3300-0001-0063,2021-03-01,11432.0
3300-0001-0065,2021-03-01,2331.0
3300-0001-0066,2021-03-01,8206.0
3300-0001-0067,2021-03-01,1274.0
3300-0001-0068,2021-03-01,2484.0
3300-0001-0069,2021-03-01,3146.0
3300-0001-0072,2021-03-01,2781.0
3300-0001-0073,2021-03-01,1534.0
3300-0001-0077,2021-03-01,936.0
3300-0001-0079,2021-03-01,58.0
3300-0001-0080,2021-03-01,2011.0
3300-0001-0081,2021-03-01,1494.0
3300-0001-0083,2021-03-01,2936.0
3300-0001-0084,2021-03-01,3081.0
3300-0001-0085,2021-03-01,1615.0
3300-0001-0086,2021-03-01,1567.0
3300-0001-0087,2021-03-01,1577.0
3300-0001-0088,2021-03-01,1262.0
3300-0001-0089,2021-03-01,100.0
3300-0001-0090,2021-03-01,5665.0
3300-0001-0091,2021-03-01,14.0
3300-0001-0092,2021-03-01,2927.0
3300-0001-0094,2021-03-01,564.0
3300-0001-0096,2021-03-01,100.0
3310-0001-0002,2021-03-01,2433.0
3320-0001-0002,2021-03-01,3514.0
3320-0001-0004,2021-03-01,2217.0
3320-0001-0007,2021-03-01,2878.0
3320-0001-0009,2021-03-01,2009.0
3320-0001-0012,2021-03-01,2002.0
3320-0001-0020,2021-03-01,2945.0
3320-0001-0021,2021-03-01,3100.0
3320-0001-0023,2021-03-01,1162.0
3320-0001-0029,2021-03-01,15690.0
3320-0001-0034,2021-03-01,86.0
3320-0001-0035,2021-03-01,1900.0
3320-0001-0036,2021-03-01,1015.0
3320-0001-0037,2021-03-01,2100.0
3320-0001-0038,2021-03-01,973.0
3320-0001-0040,2021-03-01,4928.0
3320-0001-0041,2021-03-01,307.0
3320-0001-0042,2021-03-01,300.0
3320-0001-0043,2021-03-01,100.0
3320-0001-0044,2021-03-01,100.0
3340-0001-0003,2021-03-01,216.0
3340-0001-0005,2021-03-01,3046.0
3340-0001-0006,2021-03-01,1935.0
3340-0001-0007,2021-03-01,1869.0
3340-0001-0009,2021-03-01,1621.0
3340-0001-0016,2021-03-01,2393.0
3340-0001-0017,2021-03-01,2794.0
3340-0001-0018,2021-03-01,167.0
3340-0001-0020,2021-03-01,3408.0
3340-0001-0021,2021-03-01,4966.0
3340-0001-0022,2021-03-01,18.0
3340-0002-0001,2021-03-01,101.0
3340-0002-0009,2021-03-01,2409.0
3340-0002-0010,2021-03-01,1094.0
3340-0002-0015,2021-03-01,6929.0
3340-0002-0016,2021-03-01,35391.0
3340-0002-0023,2021-03-01,19380.0
3340-0002-0025,2021-03-01,809.0
3340-0002-0028,2021-03-01,2833.0
3340-0002-0029,2021-03-01,2372.0
3340-0002-0033,2021-03-01,1984.0
3340-0002-0035,2021-03-01,1604.0
3340-0002-0037,2021-03-01,3217.0
3340-0002-0038,2021-03-01,160.0
3340-0002-0040,2021-03-01,3491.0
3340-0002-0041,2021-03-01,175.0
3340-0002-0043,2021-03-01,1397.0
3340-0002-0044,2021-03-01,2455.0
3340-0002-0046,2021-03-01,19783.0
3340-0002-0049,2021-03-01,2854.0
3340-0002-0050,2021-03-01,69102.0
3340-0002-0052,2021-03-01,330.0
3340-0002-0053,2021-03-01,22659.0
3340-0002-0057,2021-03-01,2888.0
3340-0002-0058,2021-03-01,243.0
3340-0002-0059,2021-03-01,2164.0
3340-0002-0060,2021-03-01,22.0
3340-0002-0068,2021-03-01,1539.0
3340-0002-0069,2021-03-01,3759.0
3340-0002-0071,2021-03-01,1819.0
3340-0002-0074,2021-03-01,13419.0
3340-0002-0075,2021-03-01,2300.0
3340-0002-0076,2021-03-01,6876.0
3340-0002-0078,2021-03-01,4701.0
3340-0002-0079,2021-03-01,1359.0
3340-0002-0080,2021-03-01,3438.0
3340-0002-0081,2021-03-01,2874.0
3340-0002-0082,2021-03-01,692.0
3340-0002-0083,2021-03-01,842.0
3340-0002-0084,2021-03-01,2906.0
3340-0002-0085,2021-03-01,1376.0
3340-0002-0086,2021-03-01,580.0
3340-0003-0002,2021-03-01,292.0
3340-0003-0007,2021-03-01,2217.0
3340-0003-0010,2021-03-01,3028.0
3340-0003-0011,2021-03-01,6879.0
3340-0003-0012,2021-03-01,6343.0
3340-0003-0015,2021-03-01,1108.0
3340-0003-0016,2021-03-01,181.0
3340-0003-0017,2021-03-01,175.0
3340-0003-0019,2021-03-01,448.0
3340-0003-0020,2021-03-01,2565.0
3340-0003-0021,2021-03-01,3285.0
3340-0003-0026,2021-03-01,1000.0
3340-0003-0027,2021-03-01,2590.0
3340-0003-0028,2021-03-01,1300.0
3340-0003-0029,2021-03-01,1326.0
3340-0003-0030,2021-03-01,68.0
3340-0003-0033,2021-03-01,2904.0
3340-0003-0035,2021-03-01,168.0
3340-0003-0036,2021-03-01,3478.0
3340-0003-0037,2021-03-01,1172.0
3340-0003-0039,2021-03-01,629.0
3340-0003-0042,2021-03-01,625.0
3390-0001-0007,2021-03-01,2228.0
3390-0001-0008,2021-03-01,4262.0
3390-0001-0012,2021-03-01,989.0
3390-0001-0015,2021-03-01,28531.0
3390-0001-0016,2021-03-01,13676.0
3390-0001-0018,2021-03-01,4186.0
3390-0001-0019,2021-03-01,1921.0
3390-0001-0020,2021-03-01,13043.0
3390-0001-0023,2021-03-01,60.0
3390-0001-0025,2021-03-01,6476.0
3390-0002-0002,2021-03-01,23762.0
3390-0002-0003,2021-03-01,2577.0
3390-0002-0008,2021-03-01,3280.0
3390-0002-0010,2021-03-01,100.0
3390-0002-0011,2021-03-01,3705.0
3390-0002-0012,2021-03-01,3737.0
3390-0002-0014,2021-03-01,3122.0
3390-0002-0016,2021-03-01,7371.0
3390-0002-0019,2021-03-01,110526.0
3390-0002-0020,2021-03-01,10480.0
3390-0002-0021,2021-03-01,160.0
3390-0002-0022,2021-03-01,154.0
3390-0002-0024,2021-03-01,36248.0
3390-0002-0025,2021-03-01,1955.0
3390-0002-0029,2021-03-01,616.0
3390-0002-0030,2021-03-01,2276.0
3390-0002-0031,2021-03-01,214.0
3390-0002-0032,2021-03-01,157.0
3390-0002-0033,2021-03-01,47.0
3390-0002-0034,2021-03-01,3050.0
3390-0002-0035,2021-03-01,6172.0
3390-0002-0037,2021-03-01,985.0
3390-0002-0038,2021-03-01,851.0
3390-0002-0040,2021-03-01,8889.0
3390-0003-0010,2021-03-01,2780.0
3390-0003-0011,2021-03-01,280.0
3390-0003-0012,2021-03-01,195.0
3390-0003-0013,2021-03-01,18091.0
3390-0003-0017,2021-03-01,25.0
3390-0004-0003,2021-03-01,6007.0
3390-0004-0006,2021-03-01,1845.0
3390-0004-0015,2021-03-01,2017.0
3390-0004-0019,2021-03-01,60.0
3390-0006-0005,2021-03-01,865.0
3390-0006-0007,2021-03-01,91.0
3390-0006-0008,2021-03-01,125.0
3390-0006-0009,2021-03-01,107.0
3900-0001-0001,2021-03-01,26.0
3900-0001-0002,2021-03-01,15121.0
3900-0001-0005,2021-03-01,14.0
3900-0001-0006,2021-03-01,1213.0
3900-0002-0005,2021-03-01,50.0
3900-0004-0003,2021-03-01,1317.0
3900-0004-0010,2021-03-01,2083.0
3900-0004-0015,2021-03-01,1888.0
3900-0004-0016,2021-03-01,3201.0
3900-0004-0017,2021-03-01,4726.0
3900-0004-0028,2021-03-01,6098.0
3900-0004-0029,2021-03-01,2211.0
3900-0005-0005,2021-03-01,34138.0
3900-0005-0007,2021-03-01,17552.0
3900-0005-0011,2021-03-01,34692.0
3900-0005-0014,2021-03-01,2901.0
3900-0005-0015,2021-03-01,2086.0
3900-0005-0016,2021-03-01,1472.0
3900-0005-0017,2021-03-01,560.0
3900-0005-0018,2021-03-01,1580.0
3900-0005-0019,2021-03-01,2928.0
3900-0005-0020,2021-03-01,14796.0
3900-0005-0023,2021-03-01,2790.0
3900-0005-0024,2021-03-01,1245.0
3900-0005-0026,2021-03-01,11680.0
3900-0005-0028,2021-03-01,5127.0
3900-0005-0031,2021-03-01,4414.0
3900-0005-0034,2021-03-01,2997.0
3900-0005-0041,2021-03-01,30582.0
3900-0005-0042,2021-03-01,2121.0
3900-0005-0043,2021-03-01,690.0
3900-0005-0044,2021-03-01,3596.0
3900-0006-0002,2021-03-01,141.0
3900-0006-0007,2021-03-01,3060.0
3900-0006-0008,2021-03-01,1739.0
3900-0006-0010,2021-03-01,3467.0
3900-0006-0013,2021-03-01,4373.0
3900-0006-0015,2021-03-01,53044.0
3900-0006-0023,2021-03-01,8354.0
3900-0006-0024,2021-03-01,23855.0
3900-0006-0025,2021-03-01,6157.0
3900-0006-0029,2021-03-01,2658.0
3900-0006-0030,2021-03-01,18026.0
3900-0006-0031,2021-03-01,3321.0
3900-0006-0032,2021-03-01,719.0
3900-0006-0033,2021-03-01,2490.0
3900-0006-0038,2021-03-01,6621.0
3900-0006-0039,2021-03-01,4.0
3900-0006-0040,2021-03-01,2252.0
3900-0006-0043,2021-03-01,3.0
3900-0006-0044,2021-03-01,8.0
3900-0006-0045,2021-03-01,553.0
3900-0006-0047,2021-03-01,12.0
3900-0006-0049,2021-03-01,3445.0
3900-0006-0051,2021-03-01,3072.0
3900-0006-0052,2021-03-01,137.0
3900-0006-0055,2021-03-01,75.0
3900-0007-0001,2021-03-01,8962.0
3900-0007-0003,2021-03-01,5704.0
4010-0001-0001,2021-03-01,3440.0
4010-0001-0003,2021-03-01,528.0
4010-0001-0004,2021-03-01,10194.0
4010-0001-0005,2021-03-01,11692.0
4010-0001-0009,2021-03-01,86.0
4010-0001-0010,2021-03-01,13578.0
4010-0001-0013,2021-03-01,7323.0
4010-0001-0014,2021-03-01,1380.0
4010-0001-0020,2021-03-01,13735.0
4010-0001-0025,2021-03-01,3807.0
4010-0001-0026,2021-03-01,145.0
4010-0001-0027,2021-03-01,3417.0
4010-0001-0028,2021-03-01,11166.0
4010-0001-0029,2021-03-01,18921.0
4010-0001-0033,2021-03-01,9427.0
4010-0001-0034,2021-03-01,21073.0
4010-0001-0035,2021-03-01,6543.0
4010-0001-0037,2021-03-01,3291.0
4010-0001-0038,2021-03-01,3988.0
4010-0001-0041,2021-03-01,1898.0
4010-0001-0042,2021-03-01,4441.0
4010-0001-0043,2021-03-01,7848.0
4010-0001-0044,2021-03-01,3911.0
4010-0001-0047,2021-03-01,2579.0
4010-0001-0049,2021-03-01,1941.0
4010-0001-0051,2021-03-01,4171.0
4010-0001-0052,2021-03-01,20862.0
4010-0003-0004,2021-03-01,1069.0
4010-0003-0007,2021-03-01,25342.0
4010-0003-0010,2021-03-01,13037.0
4010-0003-0011,2021-03-01,8595.0
4010-0003-0016,2021-03-01,9472.0
4010-0003-0018,2021-03-01,11623.0
4010-0003-0020,2021-03-01,2130.0
4010-0003-0022,2021-03-01,1952.0
4010-0003-0024,2021-03-01,1887.0
4010-0003-0025,2021-03-01,2102.0
4010-0003-0027,2021-03-01,138.0
4010-0003-0029,2021-03-01,4400.0
4010-0003-0030,2021-03-01,9996.0
4010-0003-0031,2021-03-01,4497.0
4010-0003-0032,2021-03-01,2957.0
4010-0003-0033,2021-03-01,2900.0
4010-0003-0034,2021-03-01,5474.0
4010-0003-0035,2021-03-01,17669.0
4010-0003-0036,2021-03-01,100.0
4010-0003-0037,2021-03-01,141.0
4010-0003-0038,2021-03-01,2153.0
4010-0003-0040,2021-03-01,35.0
4010-0004-0002,2021-03-01,1686.0
4010-0005-0001,2021-03-01,618.0
4010-0005-0003,2021-03-01,1984.0
4010-0007-0002,2021-03-01,2752.0
4010-0007-0003,2021-03-01,1988.0
4010-0007-0004,2021-03-01,1979.0
4010-0008-0001,2021-03-01,1121.0
4010-0008-0004,2021-03-01,6063.0
4010-0008-0007,2021-03-01,8125.0
4010-0008-0008,2021-03-01,121.0
4010-0008-0009,2021-03-01,1952.0
4010-0008-0010,2021-03-01,1675.0
4010-0008-0011,2021-03-01,68936.0
4010-0008-0012,2021-03-01,17312.0
4010-0008-0013,2021-03-01,6809.0
4010-0008-0014,2021-03-01,1802.0
4010-0008-0015,2021-03-01,100.0
4010-0008-0016,2021-03-01,2100.0
4010-0010-0002,2021-03-01,2166.0
4010-0010-0003,2021-03-01,4276.0
4010-0010-0004,2021-03-01,3628.0
4010-0010-0005,2021-03-01,3770.0
4010-0012-0002,2021-03-01,6815.0
4010-0012-0003,2021-03-01,100.0
4010-0013-0001,2021-03-01,175.0
4010-0016-0002,2021-03-01,32.0
4010-0016-0003,2021-03-01,439.0
4010-0017-0001,2021-03-01,1288.0
4010-0018-0001,2021-03-01,100.0
4010-0018-0002,2021-03-01,3283.0
4010-0018-0003,2021-03-01,3286.0
4010-0019-0002,2021-03-01,5050.0
4010-0019-0003,2021-03-01,138.0
4010-0019-0004,2021-03-01,3977.0
4010-0020-0002,2021-03-01,2928.0
4010-0020-0003,2021-03-01,2928.0
4010-0021-0001,2021-03-01,1386.0
4010-0021-0002,2021-03-01,4731.0
4010-0022-0001,2021-03-01,1339.0
4010-0023-0001,2021-03-01,1688.0
4090-0001-0004,2021-03-01,1717.0
4090-0001-0005,2021-03-01,3750.0
4090-0001-0008,2021-03-01,902.0
4090-0001-0009,2021-03-01,2240.0
4090-0001-0010,2021-03-01,60.0
4100-0002-0002,2021-03-01,60.0
4100-0002-0007,2021-03-01,780.0
4100-0002-0011,2021-03-01,1791.0
4100-0002-0015,2021-03-01,10499.0
4100-0002-0016,2021-03-01,13.0
4100-0002-0018,2021-03-01,1197.0
4100-0002-0034,2021-03-01,3112.0
4100-0002-0038,2021-03-01,10886.0
4100-0002-0039,2021-03-01,10191.0
4100-0002-0041,2021-03-01,20222.0
4100-0002-0046,2021-03-01,525.0
4100-0002-0047,2021-03-01,2975.0
4100-0002-0052,2021-03-01,2488.0
4100-0002-0055,2021-03-01,7509.0
4100-0002-0057,2021-03-01,50.0
4100-0004-0009,2021-03-01,17.0
4100-0004-0011,2021-03-01,2160.0
4100-0004-0012,2021-03-01,3662.0
4100-0004-0019,2021-03-01,5190.0
4100-0006-0001,2021-03-01,7823.0
4100-0010-0001,2021-03-01,805.0
4100-0011-0003,2021-03-01,45.0
4110-0001-0005,2021-03-01,211.0
4110-0003-0001,2021-03-01,1153.0
4110-0004-0003,2021-03-01,45.0
4190-0002-0011,2021-03-01,198.0
4190-0002-0020,2021-03-01,1031.0
4190-0002-0021,2021-03-01,51.0
4190-0002-0023,2021-03-01,172.0
4190-0002-0026,2021-03-01,40.0
4190-0002-0027,2021-03-01,2610.0
4190-0002-0030,2021-03-01,15.0
4190-0002-0035,2021-03-01,5534.0
4190-0002-0036,2021-03-01,42555.0
4190-0002-0037,2021-03-01,662.0
4190-0002-0038,2021-03-01,236.0
4190-0002-0039,2021-03-01,364.0
4190-0002-0041,2021-03-01,4455.0
4190-0002-0042,2021-03-01,554.0
4190-0002-0043,2021-03-01,1561.0
4190-0002-0044,2021-03-01,80.0
4190-0002-0047,2021-03-01,513.0
4190-0002-0048,2021-03-01,1122.0
4190-0002-0049,2021-03-01,270.0
4190-0002-0050,2021-03-01,9.0
4190-0002-0052,2021-03-01,2596.0
4190-0002-0053,2021-03-01,2078.0
4190-0003-0003,2021-03-01,323.0
4190-0003-0004,2021-03-01,1330.0
4190-0003-0006,2021-03-01,1063.0
4190-0003-0007,2021-03-01,14302.0
4190-0003-0008,2021-03-01,1693.0
4190-0003-0011,2021-03-01,459.0
4190-0003-0014,2021-03-01,3337.0
4190-0003-0015,2021-03-01,60.0
4190-0003-0020,2021-03-01,6.0
4190-0003-0022,2021-03-01,3255.0
4190-0003-0025,2021-03-01,7192.0
4190-0003-0028,2021-03-01,142.0
4190-0003-0029,2021-03-01,1344.0
4190-0003-0030,2021-03-01,15.0
4190-0003-0031,2021-03-01,5743.0
4190-0003-0034,2021-03-01,2767.0
4190-0003-0036,2021-03-01,1804.0
4190-0003-0037,2021-03-01,246.0
4190-0003-0039,2021-03-01,2198.0
4190-0003-0040,2021-03-01,55.0
4190-0003-0042,2021-03-01,20.0
4190-0003-0043,2021-03-01,1137.0
4190-0003-0048,2021-03-01,24.0
4190-0003-0049,2021-03-01,2516.0
4190-0003-0050,2021-03-01,18.0
4190-0003-0054,2021-03-01,3589.0
4190-0003-0055,2021-03-01,1063.0
4190-0003-0057,2021-03-01,956.0
4190-0003-0058,2021-03-01,2661.0
4190-0003-0060,2021-03-01,2693.0
4190-0003-0061,2021-03-01,361.0
4190-0003-0062,2021-03-01,242.0
4190-0003-0063,2021-03-01,2404.0
4190-0003-0064,2021-03-01,637.0
4190-0003-0066,2021-03-01,19164.0
4190-0003-0067,2021-03-01,1153.0
4190-0003-0068,2021-03-01,2612.0
4190-0003-0071,2021-03-01,4.0
4190-0003-0077,2021-03-01,800.0
4190-0003-0078,2021-03-01,152.0
4190-0003-0079,2021-03-01,466.0
4190-0003-0081,2021-03-01,438.0
4190-0003-0083,2021-03-01,9.0
4190-0003-0084,2021-03-01,65.0
4190-0003-0086,2021-03-01,45.0
4190-0003-0087,2021-03-01,50.0
4190-0004-0002,2021-03-01,911.0
4190-0004-0003,2021-03-01,972.0
4190-0004-0004,2021-03-01,391.0
4190-0005-0003,2021-03-01,6.0
4200-0001-0003,2021-03-01,312.0
4200-0001-0005,2021-03-01,2628.0
4200-0003-0002,2021-03-01,839.0
4200-0003-0006,2021-03-01,469.0
4200-0003-0009,2021-03-01,1512.0
4200-0003-0014,2021-03-01,527.0
4200-0003-0015,2021-03-01,163.0
4200-0003-0016,2021-03-01,260.0
4200-0003-0019,2021-03-01,104.0
4200-0003-0021,2021-03-01,22.0
4200-0003-0026,2021-03-01,604.0
4200-0003-0031,2021-03-01,1768.0
4200-0003-0033,2021-03-01,4371.0
4200-0003-0035,2021-03-01,107.0
4200-0003-0036,2021-03-01,9.0
4200-0003-0037,2021-03-01,2088.0
4200-0003-0038,2021-03-01,174.0
4200-0003-0039,2021-03-01,167.0
4200-0003-0042,2021-03-01,75.0
4300-0001-0001,2021-03-01,290.0
4300-0001-0009,2021-03-01,2326.0
4300-0001-0013,2021-03-01,3358.0
4300-0001-0025,2021-03-01,5132.0
4300-0001-0030,2021-03-01,1777.0
4300-0001-0031,2021-03-01,2109.0
4300-0001-0032,2021-03-01,2109.0
4300-0001-0033,2021-03-01,366.0
4300-0001-0034,2021-03-01,2181.0
4300-0001-0035,2021-03-01,4407.0
4300-0001-0036,2021-03-01,3878.0
4300-0001-0037,2021-03-01,2118.0
4300-0001-0038,2021-03-01,6805.0
4300-0001-0039,2021-03-01,2923.0
4300-0001-0040,2021-03-01,1818.0
4300-0001-0041,2021-03-01,3228.0
