OrderID,FinalProductPN,Quantity,Deadline,Type,SplitDelivery,SplitPeriod,Revenue,CustomerPriority
412,6782-1401-0002,104.0,50,S,1,0,1,1
413,6799-1300-0025,240.0,50,S,1,0,1,1
414,6761-1200-5703,700.0,51,S,1,0,1,1
415,6880-1900-0105,50.0,51,S,1,0,1,1
416,6023-1701-0007,400.0,51,S,1,0,1,1
417,6661-1101-2203,1260.0,53,S,1,0,1,1
418,6661-1100-2804,480.0,53,S,1,0,1,1
420,6782-1902-7207,550.0,54,S,1,0,1,1
422,6782-1401-0103,1000.0,54,S,1,0,1,1
423,6782-1401-0103,500.0,54,S,1,0,1,1
424,6782-1401-0002,1000.0,54,S,1,0,1,1
425,6782-1401-0002,500.0,54,S,1,0,1,1
426,6023-1900-1500,500.0,55,S,1,0,1,1
427,6934-1802-8104,30.0,56,S,1,0,1,1
428,6761-1200-0005,10000.0,56,S,1,0,1,1
429,6649-1800-4603,175.0,56,S,1,0,1,1
430,6649-1800-4503,400.0,56,S,1,0,1,1
431,6782-1902-7307,100.0,57,S,1,0,1,1
432,6050-1700-0008,50.0,57,S,1,0,1,1
433,6782-1401-0002,150.0,57,S,1,0,1,1
434,6782-1401-0103,150.0,57,S,1,0,1,1
436,6649-1800-4603,400.0,57,S,1,0,1,1
439,6649-1800-4503,400.0,57,S,1,0,1,1
440,6774-1200-0006,100.0,58,S,1,0,1,1
441,6782-1902-7107,96.0,58,S,1,0,1,1
442,6782-1902-7107,96.0,58,S,1,0,1,1
443,6774-1200-5707,50.0,58,S,1,0,1,1
444,6782-1401-0103,96.0,58,S,1,0,1,1
445,6782-1401-0103,96.0,58,S,1,0,1,1
446,6782-1401-0103,96.0,58,S,1,0,1,1
447,6782-1401-0002,96.0,58,S,1,0,1,1
448,6774-1500-0800,23.0,58,S,1,0,1,1
450,6337-1600-2217,56.0,58,S,1,0,1,1
451,6782-1401-0002,96.0,58,S,1,0,1,1
452,6782-1401-0002,96.0,58,S,1,0,1,1
453,6761-1200-0112,2500.0,58,S,1,0,1,1
454,6782-1401-0002,109.0,60,S,1,0,1,1
455,6782-1401-0103,109.0,60,S,1,0,1,1
456,6782-1401-0103,109.0,60,S,1,0,1,1
457,6782-1401-0002,109.0,60,S,1,0,1,1
458,6023-1701-0007,1600.0,60,S,1,0,1,1
459,6782-1902-7107,109.0,60,S,1,0,1,1
460,6782-1902-7107,109.0,60,S,1,0,1,1
461,6050-1900-2401,500.0,61,S,1,0,1,1
462,6934-1802-8104,30.0,61,S,1,0,1,1
463,6050-1900-0003,500.0,61,S,1,0,1,1
464,6782-1401-0002,347.0,62,S,1,0,1,1
465,6782-1401-0103,347.0,62,S,1,0,1,1
466,6782-1902-7107,347.0,62,S,1,0,1,1
467,6782-1902-7207,312.0,63,S,1,0,1,1
468,6023-1701-0007,500.0,63,S,1,0,1,1
469,6050-1700-0008,750.0,63,S,1,0,1,1
470,6782-1401-0002,312.0,63,S,1,0,1,1
473,6932-1701-7400,100.0,63,S,1,0,1,1
474,6782-1401-0103,336.0,63,S,1,0,1,1
476,6761-1903-0303,10000.0,64,S,1,0,1,1
477,6932-1701-7400,100.0,64,S,1,0,1,1
478,6782-1902-7207,300.0,64,S,1,0,1,1
479,6782-1902-7107,96.0,64,S,1,0,1,1
481,6932-1701-7400,100.0,64,S,1,0,1,1
482,6782-1401-0103,300.0,64,S,1,0,1,1
483,6782-1401-0002,96.0,64,S,1,0,1,1
484,6782-1401-0002,300.0,64,S,1,0,1,1
485,6761-1903-6200,1000.0,64,S,1,0,1,1
486,6761-1901-2801,10000.0,64,S,1,0,1,1
487,6782-1401-0103,96.0,64,S,1,0,1,1
488,6774-1200-6301,30.0,65,S,1,0,1,1
489,6774-1300-8704,150.0,65,S,1,0,1,1
490,6808-1800-4902,200.0,65,S,1,0,1,1
491,6649-1801-5604,125.0,65,S,1,0,1,1
492,6774-1400-0701,123.0,65,S,1,0,1,1
493,6774-1400-0701,77.0,65,S,1,0,1,1
494,6934-1802-8104,30.0,66,S,1,0,1,1
495,6298-1200-4404,360.0,66,S,1,0,1,1
496,6298-1701-5704,120.0,66,S,1,0,1,1
497,6932-1902-7501,500.0,67,S,1,0,1,1
498,6932-1701-7400,100.0,67,S,1,0,1,1
499,6932-1902-8202,100.0,67,S,1,0,1,1
501,6050-1700-0008,750.0,68,S,1,0,1,1
502,6649-1800-4603,300.0,68,S,1,0,1,1
503,6337-1400-0622,420.0,68,S,1,0,1,1
504,6782-1401-0002,600.0,68,S,1,0,1,1
505,6649-1800-4503,100.0,68,S,1,0,1,1
506,6782-1902-7207,450.0,68,S,1,0,1,1
507,6337-1600-2217,56.0,68,S,1,0,1,1
509,6782-1401-0002,384.0,69,S,1,0,1,1
510,6782-1902-7207,384.0,69,S,1,0,1,1
512,6782-1401-0103,2000.0,69,S,1,0,1,1
513,6782-1401-0002,2000.0,69,S,1,0,1,1
515,6782-1401-0103,384.0,69,S,1,0,1,1
516,6045-1903-5700,1944.0,71,S,1,0,1,1
517,6661-1100-2804,1200.0,71,S,1,0,1,1
518,6934-1802-8104,30.0,71,S,1,0,1,1
519,6050-1700-0008,750.0,72,S,1,0,1,1
521,6337-1600-2217,56.0,73,S,1,0,1,1
522,6023-1702-0404,400.0,74,S,1,0,1,1
523,6782-1401-0002,312.0,74,S,1,0,1,1
524,6782-1401-0103,312.0,74,S,1,0,1,1
525,6782-1401-0103,312.0,74,S,1,0,1,1
528,6761-1903-6200,1000.0,74,S,1,0,1,1
529,6023-1702-0404,600.0,74,S,1,0,1,1
530,6934-1802-8104,30.0,76,S,1,0,1,1
531,6023-1600-0606,88.0,76,S,1,0,1,1
532,6023-1702-0404,1600.0,78,S,1,0,1,1
533,6337-1600-2217,56.0,78,S,1,0,1,1
534,6023-1800-5602,30.0,78,S,1,0,1,1
537,6744-1500-5404,500.0,80,S,1,0,1,1
538,6744-1600-1201,500.0,80,S,1,0,1,1
539,6744-1600-1304,500.0,80,S,1,0,1,1
541,6744-1500-6603,500.0,80,S,1,0,1,1
542,6023-1900-1500,500.0,81,S,1,0,1,1
543,6934-1802-8104,30.0,81,S,1,0,1,1
544,6023-1702-0404,400.0,83,S,1,0,1,1
545,6782-1401-0103,336.0,83,S,1,0,1,1
547,6782-1401-0002,312.0,83,S,1,0,1,1
549,6782-1902-7207,312.0,83,S,1,0,1,1
550,6298-1200-4404,360.0,85,S,1,0,1,1
551,6298-1200-4404,120.0,85,S,1,0,1,1
552,6023-1702-2904,150.0,85,S,1,0,1,1
553,6782-1401-0002,96.0,86,S,1,0,1,1
554,6761-1903-0303,10000.0,86,S,1,0,1,1
556,6782-1401-0103,96.0,86,S,1,0,1,1
557,6050-1700-0008,500.0,86,S,1,0,1,1
558,6761-1901-2801,10000.0,86,S,1,0,1,1
559,6932-1902-7102,500.0,86,S,1,0,1,1
560,6661-2000-0000,733.0,86,S,1,0,1,1
561,6761-1901-2801,7500.0,86,S,1,0,1,1
562,6934-1802-8104,30.0,86,S,1,0,1,1
563,6761-1903-0303,7500.0,86,S,1,0,1,1
564,6050-1700-0008,500.0,86,S,1,0,1,1
565,6761-1903-6200,1250.0,86,S,1,0,1,1
566,6932-1902-8802,500.0,87,S,1,0,1,1
567,6932-1902-9203,75.0,87,S,1,0,1,1
568,6932-1902-9203,25.0,87,S,1,0,1,1
569,6023-1900-1500,500.0,89,S,1,0,1,1
